,Gender,10percentage,12graduation,12percentage,CollegeTier,collegeGPA,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Salary
2521,0,78.8,2006,88.9,2,65.8,1,2010,455,455,585,0.376059587,-1.8083,-0.1232,0.3817,-0.5253,-0.4455,1,0,0,0,120000
2522,1,63.6,2009,69.33,2,63.41,0,2013,380,520,485,0.414337426,0.5591,-0.9531,0.1637,1.2869,0.0973,1,0,0,0,365000
2523,1,82.4,2008,74.4,2,76.09,0,2012,455,515,415,0.884122512,-0.4173,0.3448,0.3817,-0.43717,-0.9194,1,0,0,0,475000
2524,1,69,2008,65,2,61.8,0,2014,520,560,515,0.943272158,-1.7389,-0.2871,0.7785,2.1743,-0.2859,1,0,0,0,195000
2525,1,71.33,2010,66.46,2,60,0,2014,475,410,505,0.978799293,-0.4463,0.5454,1.0859,1.9207,0.8637,1,0,0,0,120000
2526,1,78.3,2010,81,2,78,0,2014,665,520,740,0.744758354,-0.0154,-0.7866,-0.7585,-1.2486,-0.4776,1,0,0,0,300000
2527,1,79.8,2010,78.5,2,61,1,2013,510,485,475,0.20739217,0.4155,0.5454,0.9322,-0.6147,-0.2859,1,0,0,0,300000
2528,0,67.8,2008,65.2,2,72.18,0,2012,525,305,405,0.24545566,0.51,0.0328,-0.7794,-0.2902,0.7788,1,0,0,0,180000
2529,1,83.2,2006,72.2,2,64.09,1,2011,575,605,565,0.81941653,-1.3447,1.5928,0.3817,-0.6428,0.6603,1,0,0,0,320000
2530,0,82,2008,74.4,1,72.34,0,2012,570,570,620,0.843123727,-0.0154,1.2114,0.3174,-0.8682,-0.2859,1,0,0,0,180000
2531,1,68,2008,53,2,76,0,2014,360,325,370,0.744758354,0.7027,0.2124,0.7785,-0.6147,1.4386,0,0,0,1,245000
2532,1,74.6,2005,80.8,2,72.45,0,2010,535,415,635,0.960603252,0.8192,0.3448,1.1074,-0.1727,1.4502,1,0,0,0,370000
2533,0,88,2010,92,1,90.1,1,2014,580,640,780,0.976292561,0.1282,0.8784,0.4711,-1.5021,-0.0943,1,0,0,0,400000
2534,1,94.16,2009,95.5,2,83.62,1,2013,380,475,575,0.538386893,0.8463,1.2114,0.1637,-0.7415,1.0554,1,0,0,0,200000
2535,1,82,2009,72,2,64,0,2012,455,425,365,0.563267824,-0.881,0.6568,0.672,1.4136,-1.2354,1,0,0,0,120000
2536,1,59,2005,65.2,2,73.32,0,2012,435,385,575,0.600057182,-0.1082,0.5008,-0.0537,0.5323,-0.5245,1,0,0,0,350000
2537,0,69.4,2008,72.4,2,78.6,0,2012,335,515,475,0.864685413,-1.4992,0.8128,-0.9245,0.0623,-0.7615,1,0,0,0,180000
2538,1,64,2009,77,2,66,0,2014,405,470,500,0.991792428,-1.0208,-1.4526,0.6248,-0.995,0.0973,1,0,0,0,240000
2539,1,78.57,2009,71.52,2,70.87,0,2013,525,570,405,0.991397584,-0.5899,-0.2871,-0.4511,0.9066,-1.6273,1,0,0,0,200000
2540,0,76.8,2007,80.8,2,64.3,1,2011,345,385,385,0.190153406,-0.4173,0.0328,0.2366,-0.2902,0.1864,1,0,0,0,310000
2541,1,90,2010,89.4,1,83.7,0,2014,560,555,585,0.842248322,1.4208,1.7109,0.1637,-1.8824,-0.4776,1,0,0,0,2000000
2542,1,75,2008,82.4,2,78.4,0,2013,450,500,750,0.910770164,-1.7389,-0.2871,-0.7585,1.5404,-1.6273,1,0,0,0,180000
2543,1,89,2006,59,2,65.6,0,2010,305,365,485,0.229481755,0.8192,0.3448,-0.0537,-0.4078,0.8183,1,0,0,0,480000
2544,1,80.16,2008,65.83,2,72.73,0,2012,380,545,445,0.735795709,-0.159,-1.4526,-0.4511,0.1459,-0.4776,1,0,0,0,420000
2545,1,63,2009,56,2,63,0,2013,650,460,500,0.221058818,-0.0154,1.2114,1.2396,1.0333,1.4386,1,0,0,0,180000
2547,1,88.2,2008,76.5,2,68.34,0,2012,535,395,575,0.538386893,-0.881,-2.3073,-1.7954,0.3561,-0.2875,1,0,0,0,315000
2548,1,70.25,2009,68.6,2,80.02,1,2013,250,460,385,0.23780284,-2.3134,0.0459,-0.1437,1.1601,-1.244,1,0,0,0,70000
2549,0,82.13,2006,78.5,2,62.13,1,2010,755,625,665,0.930370607,-0.4173,-0.1232,-1.0697,0.4148,0.6603,1,0,0,0,630000
2550,1,92.8,2006,80,2,75.69,1,2011,455,445,555,0.376059587,0.0464,-0.1232,-0.9245,-0.2902,-1.3934,1,0,0,0,395000
2551,0,91.4,2007,93,2,70.8,1,2011,475,665,605,0.793580615,-0.2628,-0.1232,-1.3599,0.4148,-0.1295,1,0,0,0,495000
2552,0,84.96,2010,56.17,2,60.78,0,2014,465,470,310,0.600057182,0.8463,1.2114,1.2396,0.1459,0.6721,1,0,0,0,200000
2553,1,68,2009,78,2,63.2,0,2013,500,555,665,0.978799293,-0.3027,-1.9521,-0.6048,0.653,-0.0943,1,0,0,0,335000
2554,0,61,2006,63,2,65,0,2011,465,395,515,0.824666401,0.51,0.0328,1.3977,0.4148,0.8183,1,0,0,0,430000
2555,1,88.76,2009,85.2,1,78.16,0,2013,615,555,765,0.930370607,0.1282,-0.2871,0.4711,-1.3753,-0.6692,1,0,0,0,510000
2556,1,70,2007,72,2,55,1,2011,435,485,565,0.670743151,-1.1901,-0.2793,0.2366,-0.1727,-0.2875,1,0,0,0,315000
2557,1,73.37,2010,66.8,2,76.8,1,2014,385,400,570,0.23780284,0.8463,1.7109,2.1617,2.4278,1.4386,1,0,0,0,340000
2558,0,95.6,2006,81.6,2,88,0,2014,650,655,795,0.793580615,-0.159,1.2114,1.547,-0.7415,-0.4776,1,0,0,0,600000
2559,1,79.2,2010,67.2,2,66.85,1,2014,510,590,585,0.423951396,0.7027,0.8784,0.6248,-0.6147,1.0554,1,0,0,0,155000
2560,0,68.6,2008,71.8,2,74.38,0,2012,455,495,545,0.622642916,0.5591,0.5454,1.0859,-1.8824,-0.0943,1,0,0,0,300000
2561,0,84.33,2008,80.8,2,74.78,1,2012,515,565,435,0.960903087,0.0464,1.2808,0.3817,-0.2609,0.6603,1,0,0,0,140000
2562,1,85.33,2010,89,2,77.07,1,2013,560,520,535,0.649389715,0.2718,1.0449,0.4711,0.2727,1.0554,1,0,0,0,315000
2563,1,51.6,2007,52,2,74,0,2013,510,540,510,0.744758354,-1.8825,0.3789,0.4711,0.7798,-0.4776,0,0,0,1,80000
2564,1,78.5,2004,82,2,77,1,2011,425,425,435,0.525922584,0.8192,-0.4353,0.8171,-0.4078,0.0284,0,0,0,1,360000
2565,0,81.3,2010,77,2,79.9,0,2015,465,425,270,0.744758354,-0.159,1.0449,0.4711,-0.8682,0.6721,1,0,0,0,1800000
2566,1,70.76,2010,70.33,2,63.5,1,2014,500,375,295,0.694479328,-0.7335,-0.2871,0.7785,2.0475,0.2889,1,0,0,0,335000
2567,1,57.5,2009,59.2,2,74.28,0,2014,370,460,500,0.144789889,0.99,1.0449,0.6248,0.2727,0.6721,1,0,0,0,315000
2568,1,52,2008,56,2,70,0,2012,380,375,370,0.23780284,-1.4517,0.5454,0.9322,0.0192,-0.6692,1,0,0,0,180000
2569,1,68.67,2006,59.66,2,66,0,2012,575,445,485,0.377551419,-3.3539,-3.8284,-2.4485,2.29493,-3.763,0,0,0,1,220000
2570,1,78.8,2010,65.4,2,64.9,0,2014,430,450,605,0.336185066,0.8463,-0.6201,0.9322,0.9066,0.0973,1,0,0,0,145000
2571,0,90,2010,94,2,86,0,2014,500,545,485,0.536782667,-0.4463,0.8784,1.0859,-1.2486,-0.0943,1,0,0,0,330000
2572,1,71,2007,83,2,58,1,2011,505,455,475,0.229481755,-1.3025,-0.1232,-0.0933,-0.5958,-1.6662,1,0,0,0,280000
2573,1,82,2008,62.7,2,71.3,0,2012,595,425,355,0.155908503,0.0464,0.1888,0.3817,-0.6428,-0.5245,1,0,0,0,310000
2574,1,85,2005,60.5,2,63.1,0,2012,305,355,415,0.229481755,-0.7264,-1.4883,-0.4891,1.3549,-0.4455,1,0,0,0,130000
2575,1,64.4,2005,53,2,71,1,2012,375,535,625,0.901489571,-0.1855,0.6568,-0.7794,0.1798,0.0284,0,0,0,1,300000
2576,1,87,2010,70,2,69.9,0,2014,420,495,400,0.23780284,-1.0208,0.7119,-1.0659,0.5262,0.4805,1,0,0,0,115000
2577,1,85.17,2008,77.77,1,64.1,0,2013,545,605,825,0.842248322,0.2718,0.8784,0.1637,0.1459,1.247,1,0,0,0,350000
2578,1,68.6,2007,63.4,2,67,1,2013,275,425,430,0.24545566,-0.159,0.1125,0.4711,-0.7415,0.585,1,0,0,0,120000
2579,0,82,2007,65,2,79,0,2013,465,460,500,0.04099931,0.99,1.0449,1.3933,-1.1218,1.6302,1,0,0,0,325000
2580,1,80.2,2007,74.8,2,78.16,0,2013,380,415,620,0.338786347,-1.0208,-0.1206,0.01,-0.2344,-0.2859,1,0,0,0,360000
2581,1,71,2008,74,2,65.38,0,2013,430,400,455,0.744758354,-0.5332,-0.1232,-0.0537,-0.6134,0.8183,1,0,0,0,85000
2582,0,89.5,2010,91,2,73.6,0,2015,455,505,535,0.486747008,1.1336,0.3789,0.6248,-0.2344,-0.0943,1,0,0,0,300000
2583,1,74.18,2008,73,2,71.19,0,2012,355,485,305,0.0587928,-0.881,-0.7473,-1.2148,1.2374,-0.4455,1,0,0,0,110000
2584,1,82.8,2010,78.25,2,69,0,2014,555,460,415,0.041733196,-0.159,1.3779,0.9322,-1.1218,0.8637,1,0,0,0,250000
2585,0,89.2,2008,79.6,2,70,0,2013,580,415,590,0.538386893,0.5591,-0.1206,0.6248,0.0192,-0.6692,1,0,0,0,200000
2586,0,88.64,2010,61.92,2,74.83,1,2014,535,370,320,0.062221291,0.4155,0.7119,0.3174,-0.7415,0.6721,1,0,0,0,100000
2587,1,55,2005,69,2,75,0,2011,365,305,545,0.864685413,-0.1082,0.3448,1.2525,0.7673,0.3444,0,0,0,1,505000
2588,1,92,2010,89,2,78,0,2014,430,530,450,0.725984148,1.4208,-1.2861,-0.9122,-0.7415,0.0973,1,0,0,0,200000
2589,0,68.25,2009,61,2,73.95,1,2014,455,530,655,0.943272158,0.5591,0.9117,0.01,-0.3612,0.7941,1,0,0,0,155000
2590,1,90.5,2009,94.9,2,78.25,0,2013,590,545,400,0.414337426,-0.4463,-0.2871,0.1637,0.1459,-0.4776,1,0,0,0,100000
2591,1,76,2009,74,2,77,0,2013,475,500,500,0.839686084,-0.4463,0.2124,-1.527,-0.4879,-0.6692,1,0,0,0,180000
2592,1,73,2009,68.16,2,66.26,0,2013,510,495,560,0.991230625,-0.3027,0.0459,-0.9122,-2.0092,-0.4776,1,0,0,0,100000
2593,1,66,2009,65,2,57,0,2013,250,425,415,0.538386893,-0.5719,-1.3713,-0.8157,-0.5253,-1.8673,1,0,0,0,180000
2594,1,89.4,2005,91.3,1,78.2,0,2010,405,435,705,0.755375121,0.2009,0.0328,0.2366,-0.8778,0.1864,1,0,0,0,850000
2596,1,86,2009,81.6,2,60,1,2014,805,580,620,0.144789889,0.2718,0.8784,0.1637,-1.2486,1.0554,1,0,0,0,610000
2598,1,68,2009,75,2,68.9,0,2012,315,425,325,0.074546265,-1.5765,0.5008,0.8171,0.7086,0.0284,1,0,0,0,120000
2599,1,68.6,2004,65.6,2,69.71,0,2011,515,565,625,0.600057182,1.1283,0.0328,-0.1988,-1.2303,0.9763,0,0,0,1,440000
2600,1,78.2,2009,63.6,2,69.43,0,2013,545,570,665,0.864685413,0.2718,0.5454,0.3174,-0.8682,0.6721,1,0,0,0,180000
2601,1,71.04,2010,81.33,2,74.04,0,2014,335,540,415,0.622642916,1.2772,0.2124,0.3174,2.1743,1.0554,1,0,0,0,200000
2602,1,58,2006,47.2,2,75,0,2012,395,404,385,0.864685413,1.1283,1.4368,1.3977,-0.1727,0.1864,0,0,0,1,150000
2603,1,68,2010,67,2,61.72,0,2014,450,465,470,0.88162007,0.4155,0.5454,-0.4511,-1.6289,0.8637,1,0,0,0,120000
2604,1,75.46,2005,53.83,1,56.64,1,2010,575,585,625,0.884122512,0.6646,1.2808,0.8171,-0.6428,-0.1295,1,0,0,0,845000
2605,1,77,2006,62,2,63.5,0,2011,495,505,515,0.563267824,0.8192,0.3448,0.9623,-0.1727,0.5024,1,0,0,0,390000
2606,1,64.43,2002,47.83,2,78.83,1,2009,365,505,325,0.864685413,-0.7264,0.1888,-0.7794,-0.5253,-0.4455,0,0,0,1,300000
2607,0,76.4,2008,65.5,2,59.94,0,2012,485,324,525,0.376059587,0.3941,1.2808,1.3977,2.47123,-0.1295,1,0,0,0,200000
2608,1,57,2005,58,2,74.8,0,2014,520,595,515,0.842248322,-0.8772,-0.7866,-1.9881,2.6814,-0.2859,0,0,0,1,180000
2609,1,82.24,2008,62.5,2,73.1,0,2015,495,345,375,0.415524556,0.626,0.8128,0.3817,-1.0541,0.3444,0,0,1,0,150000
2610,1,90.06,2012,92.75,2,79.95,0,2013,475,520,605,0.243208657,-0.7335,0.2124,1.3933,2.0475,1.247,1,0,0,0,300000
2611,1,85.2,2008,74.6,1,65.65,1,2012,665,565,565,0.987207086,-0.881,0.8518,0.5994,-0.29027,-0.2875,1,0,0,0,240000
2613,1,65.16,2007,63,2,62.02,0,2011,495,535,544,0.694479328,-0.1082,1.1248,-1.3599,-0.5253,0.3444,1,0,0,0,150000
2614,1,83.6,2007,74.8,2,88.6,1,2012,645,615,445,0.81941653,-0.7264,0.0328,-1.0697,0.17983,-0.0506,1,0,0,0,400000
2615,1,64,2004,53,2,74.5,0,2010,465,625,625,0.670743151,1.7465,0.8128,1.2525,-0.4078,0.6603,1,0,0,0,360000
2616,0,67.12,2008,56.8,2,72.8,1,2013,440,410,135,0.253028371,0.7027,0.8784,0.3174,-0.1076,1.0554,1,0,0,0,80000
2617,1,87.2,2008,79.8,2,82.6,0,2012,605,495,485,0.377551419,-1.3447,-1.2153,-1.3599,0.7673,-0.9194,1,0,0,0,430000
2618,0,87,2010,78,2,71.5,0,2014,580,435,285,0.486747008,-1.0208,-0.4536,-1.0659,0.3995,-0.6692,1,0,0,0,95000
2619,1,92,2009,88.8,2,73,0,2014,640,645,690,0.356536488,-0.159,0.3789,-1.527,0.2727,0.8637,1,0,0,0,325000
2621,1,77.4,2006,81.6,2,62,0,2010,385,595,454,0.704090412,-1.0355,0.5008,1.2525,0.5323,-0.1295,1,0,0,0,570000
2622,1,75.85,2009,77.2,2,80,1,2013,525,530,520,0.979521744,-0.159,0.8784,1.0859,-0.995,1.0554,1,0,0,0,180000
2623,1,74,2007,66,2,80.07,0,2012,595,515,495,0.735795709,1.4374,0.9688,-0.7068,0.0623,0.1864,1,0,0,0,450000
2624,1,80.2,2008,63.44,2,74,0,2013,405,410,560,0.765673581,0.5591,0.3789,0.4711,-0.4879,0.4805,1,0,0,0,120000
2625,1,78,2006,83.7,2,61.35,0,2010,375,365,445,0.376059587,-0.1082,0.8128,1.3977,0.0623,0.6603,1,0,0,0,130000
2626,1,75.2,2007,71.2,2,56,1,2012,715,675,615,0.910770164,1.2056,1.2808,-0.1988,-1.2303,-0.7615,1,0,0,0,400000
2627,1,88,2007,80.4,2,87.65,0,2011,565,645,615,0.996570552,0.2009,0.0328,-0.9245,0.2973,-0.1295,1,0,0,0,35000
2628,0,75,2008,74,2,88,1,2012,575,515,465,0.538386893,-0.5899,-0.1206,0.9322,0.3995,-0.4776,1,0,0,0,200000
2629,1,76.7,2010,85.5,2,81,1,2014,595,375,370,0.486747008,-0.7335,0.0459,-0.1437,-0.4879,-0.8608,1,0,0,0,240000
2630,0,88.8,2007,78.4,2,80,0,2012,485,525,575,0.972898709,0.99,0.3789,0.01,-0.4879,0.2889,1,0,0,0,355000
2631,0,90.4,2009,87.05,2,75.25,0,2012,775,615,495,0.824666401,-1.6538,-1.5273,-0.9245,0.53233,-1.9463,1,0,0,0,320000
2632,1,87.81,2008,92.08,2,84.5,0,2012,535,585,415,0.670743151,-1.5765,-0.1232,0.3817,0.70853,-0.6035,1,0,0,0,460000
2634,1,86,2010,85.4,2,75.3,1,2014,755,520,655,0.062221291,0.1282,0.8784,-1.3733,0.0192,0.2889,1,0,0,0,300000
2635,1,83,2006,82.5,2,69.1,0,2010,345,545,585,0.843123727,-0.7264,-0.2793,0.0914,-0.5253,0.5024,1,0,0,0,430000
2636,1,74.2,2009,61,2,71,0,2013,395,585,445,0.356536488,0.8463,0.3789,-0.2974,0.1459,-0.0943,1,0,0,0,325000
2637,1,78.93,2009,70.8,2,65,0,2013,385,375,575,0.824666401,-0.5719,0.5008,-0.6343,0.4148,-0.169,1,0,0,0,240000
2638,1,76,2008,70,2,76,1,2012,575,554,375,0.298769129,0.99,1.3779,0.4711,-0.8682,0.6721,1,0,0,0,115000
2639,1,70,2008,82,2,82.1,1,2013,650,495,450,0.298769129,0.1282,0.8784,0.01,0.7798,0.4805,1,0,0,0,125000
2641,0,76.93,2008,79.5,2,63.25,0,2012,394,475,515,0.765673581,0.2009,0.9688,-1.7954,-0.4078,0.5419,1,0,0,0,100000
2642,0,88.6,2010,90.67,2,86.77,0,2014,730,670,735,0.783303537,0.2718,0.5454,0.1637,1.1601,-0.4776,1,0,0,0,300000
2643,1,76,2007,79.9,2,74,1,2011,525,475,385,0.81941653,0.3555,0.9688,-0.4891,0.0623,0.9763,1,0,0,0,225000
2644,0,82,2010,76.6,2,82,0,2014,520,475,560,0.493596387,0.7027,0.2124,-1.6807,0.7798,0.0973,1,0,0,0,145000
2645,1,78.2,2010,86.8,2,70,0,2014,665,655,680,0.649389715,-0.159,0.8784,0.4711,-0.1076,0.4805,1,0,0,0,570000
2647,1,84.67,2006,95.9,2,74.69,0,2010,455,395,645,0.910770164,-0.4173,-0.5913,0.8171,0.5323,-0.9194,1,0,0,0,555000
2648,0,88,2008,83,2,85.5,0,2012,335,400,330,0.23780284,0.5591,-0.1206,-0.1437,-0.1076,-0.8608,1,0,0,0,175000
2649,1,58,2009,62,2,62,0,2013,335,375,310,0.216785486,-0.4463,0.5454,0.9322,1.1601,0.2889,1,0,0,0,100000
2650,0,88.8,2010,80,2,76,1,2014,720,530,415,0.486747008,0.4155,-0.2871,-0.4511,-0.8682,-0.6692,1,0,0,0,300000
2651,1,86,2008,68.69,2,82.5,0,2012,445,475,485,0.563267824,0.626,0.3448,-0.4891,0.3561,-1.2354,1,0,0,0,215000
2652,1,65.5,2006,69.5,2,56.7,1,2009,405,355,295,0.276047228,-0.881,0.5008,-0.1988,0.0623,0.9763,1,0,0,0,180000
2653,1,92.3,2009,95,2,80,0,2013,465,570,680,0.694479328,1.1336,1.5293,0.3034,-1.8824,0.9404,1,0,0,0,485000
2654,1,81,2008,63,2,74.44,0,2012,545,475,555,0.124502074,0.0464,0.2668,0.8171,1.58993,-0.2875,1,0,0,0,430000
2655,1,50.66,2004,55.33,2,57.92,1,2011,445,325,195,0.488347977,1.2828,-1.3713,0.8171,0.8848,0.5024,0,0,0,1,85000
2656,1,71.3,2008,63.8,2,79.6,0,2014,325,475,370,0.622642916,-1.308,-0.2871,-0.2974,1.1601,-1.244,0,0,0,1,180000
2657,1,75.4,2010,75.2,2,74.41,0,2014,665,595,500,0.943272158,1.1336,0.6211,1.9801,-1.1218,-0.6692,1,0,0,0,325000
2658,0,87.6,2008,89.67,2,71.3,0,2012,475,475,554,0.538386893,0.0464,0.8128,0.3817,0.88483,0.3444,1,0,0,0,390000
2659,1,61.83,2007,62.8,1,64.14,0,2012,485,560,680,0.864685413,0.7027,0.2124,0.7785,0.3995,-0.0943,1,0,0,0,310000
2661,0,76,2008,77,2,73,0,2012,445,375,565,0.600057182,0.51,1.0858,0.4906,-0.9953,0.9763,1,0,0,0,150000
2662,1,77.38,2007,75,2,8.88,1,2011,445,495,625,0.901489571,-0.4173,-1.6833,0.5269,-1.7004,-0.9194,1,0,0,0,470000
2663,1,67,2010,58,2,84,0,2014,560,470,450,0.744758354,-0.7335,0.3789,0.7785,0.7798,0.8637,1,0,0,0,145000
2664,1,89,2010,85.2,2,68.76,0,0,695,655,680,0.755375121,1.1336,0.3789,-0.2974,-0.3612,-1.244,1,0,0,0,325000
2665,1,60,2008,88,2,69,0,2012,375,315,375,0.694479328,-1.6538,0.2668,0.4906,1.58993,-0.1295,1,0,0,0,455000
2666,1,80,2007,74.53,2,68,1,2010,385,345,425,0.229481755,-0.4173,0.3448,0.3817,-0.6428,0.9763,1,0,0,0,200000
2667,1,70.33,2006,72,2,67.46,0,2011,305,395,404,0.0587928,0.8192,-1.0593,0.3817,1.3549,1.4502,1,0,0,0,130000
2668,1,65,2006,76.6,2,72,0,2011,625,535,605,0.968237496,0.2009,0.1888,-0.9245,0.0623,-0.2875,1,0,0,0,400000
2669,1,63.16,2006,60.6,2,66,0,2011,605,545,525,0.206710618,-1.6538,-1.5273,-0.9245,0.4148,-1.3934,1,0,0,0,660000
2670,1,66.15,2007,69,2,70,1,2011,495,355,355,0.24545566,-1.3447,-2.6193,-0.344,0.5323,-1.0774,1,0,0,0,200000
2671,1,64.2,2009,64,2,67.7,0,2014,395,590,535,0.943272158,-1.4517,-0.4536,0.1637,-0.1076,0.2889,1,0,0,0,200000
2672,1,77.8,2009,78,2,76,0,2013,640,520,570,0.112139438,1.5644,0.8784,-0.9122,-2.643,-1.8189,1,0,0,0,315000
2673,1,77.8,2010,69,2,71.7,0,2014,475,510,475,0.193768442,-0.4463,0.0459,0.7785,0.3995,0.2889,1,0,0,0,400000
2674,1,53.6,2002,61.2,2,65.24,0,2010,385,565,525,0.538386893,-0.1082,1.4368,1.2525,-1.3478,1.2923,1,0,0,0,240000
2675,1,80,2009,76.4,2,72.8,0,2013,685,555,650,0.694479328,0.4155,0.3789,-1.2196,0.9066,0.4805,1,0,0,0,350000
2676,1,76.6,2010,72.8,2,76,0,2014,500,530,620,0.998966944,-0.4463,-2.7846,-1.527,0.3995,-2.0105,1,0,0,0,325000
2677,1,85,2010,76.7,2,67.66,0,2014,520,350,325,0.45901584,0.8463,0.0459,-1.9881,0.7798,1.6302,1,0,0,0,205000
2678,1,91,2008,79,2,76.4,1,2012,485,535,655,0.864685413,-1.1128,0.3448,0.0914,-0.70157,-0.4455,1,0,0,0,480000
2680,0,89.6,2010,74.6,2,71.2,0,2014,425,610,555,0.649389715,-0.8772,-0.4536,-0.1437,-0.4879,-0.0943,1,0,0,0,100000
2681,1,57,2008,65.8,2,65.23,0,2012,500,385,370,0.783303537,0.4155,-0.2871,0.3174,1.1601,-0.0943,1,0,0,0,105000
2682,1,81,2006,78,2,73,1,2010,335,355,415,0.824666401,-0.2628,0.5008,-1.2148,1.4724,-0.1295,1,0,0,0,400000
2683,1,80.04,2011,56.04,2,60.48,0,2015,545,565,465,0.486747008,1.1336,1.5444,0.4711,-1.2486,0.8637,1,0,0,0,120000
2684,1,85.6,2009,85.2,1,74.7,1,2013,650,610,705,0.884122512,-1.4517,-0.6201,-0.4511,-0.3612,-1.0524,1,0,0,0,325000
2685,0,78.3,2009,74,2,70.1,1,2013,465,375,405,0.190153406,-0.4463,0.0459,-0.6048,0.3995,0.4805,1,0,0,0,100000
2686,0,93,2008,94.6,2,78.15,1,2012,515,635,725,0.694479328,0.8578,1.7488,0.0914,-1.3184,0.5024,1,0,0,0,360000
2687,1,78.86,2007,68.83,2,57.54,1,2011,495,545,495,0.538386893,-2.272,-0.4353,-0.1988,-0.2902,0.1864,1,0,0,0,205000
2689,1,72,2009,73,2,70.6,0,2013,405,545,280,0.062221291,-1.5953,-0.4536,-0.6048,0.3995,-0.0943,1,0,0,0,100000
2690,1,79.2,2010,73.2,2,78.3,0,2014,345,315,575,0.255778194,-0.5899,-2.4516,-1.2196,0.9066,-1.4356,1,0,0,0,180000
2691,1,81.2,2007,87.6,1,8.89,0,2014,595,615,794,0.979521744,-0.881,-0.0842,-0.4891,-0.0552,-0.2875,0,0,1,0,820000
2692,1,76,2006,75,2,65.48,0,2011,375,535,575,0.600057182,0.6646,-0.1232,1.5428,0.0623,0.3444,1,0,0,0,315000
2693,0,70.61,2009,70.83,2,60,1,2013,385,410,370,0.23780284,-0.5899,-0.2871,0.7785,0.7798,-0.6692,1,0,0,0,200000
2694,1,66,2007,68,2,69.7,0,2013,545,560,400,0.130441736,-1.2287,-0.9033,-0.1988,2.4712,0.3444,1,0,0,0,180000
2695,0,75,2010,81,2,67,0,2014,560,410,465,0.622642916,0.4155,-0.7866,-0.2974,0.2727,0.0973,1,0,0,0,250000
2696,1,62.8,2006,60,2,70.26,0,2012,345,455,554,0.216785486,0.2009,-0.6693,0.2729,1.2374,-0.4455,1,0,0,0,120000
2698,0,90,2009,84,2,72.48,0,2013,720,520,485,0.843123727,1.4208,1.2114,0.9322,1.794,0.2889,1,0,0,0,350000
2699,1,53,2007,54,2,61,0,2013,495,515,405,0.486747008,0.8463,0.2124,0.9322,-2.2627,0.4805,0,0,0,1,205000
2700,0,66,2008,68,2,71,0,2012,500,555,605,0.911395278,1.4208,1.2114,0.9322,-0.6147,1.0554,1,0,0,0,205000
2701,1,61,2006,63.8,1,67,0,2014,495,525,355,0.622642916,-0.0154,0.5454,0.4711,-2.0092,-1.0524,0,0,0,1,120000
2702,0,67.06,2008,70.67,2,55.5,1,2012,440,440,385,0.144789889,1.1336,-0.2871,-0.1437,0.1459,0.2889,1,0,0,0,120000
2703,1,94,2010,89.7,2,94,1,2014,685,615,775,0.974396113,0.5591,0.5454,-0.6048,0.5262,0.0973,1,0,0,0,500000
2704,1,82.24,2006,78,2,68,1,2010,415,265,335,0.450876584,-0.2628,0.8128,0.9623,0.4148,-0.2875,1,0,0,0,480000
2705,0,87.2,2009,69.16,2,76.61,1,2013,430,425,445,0.563267824,0.1282,0.8784,-0.1437,1.1601,1.4386,1,0,0,0,240000
2706,1,76,2008,77,1,83,0,2013,345,525,365,0.942116551,0.4155,0.3789,0.1637,-0.6147,0.6721,0,0,1,0,400000
2707,1,82.6,2010,70,2,73.4,0,2014,580,605,470,0.997298968,-0.5899,0.5454,-0.2974,0.0192,0.6721,1,0,0,0,300000
2708,1,91,2010,75,2,67.77,0,2014,475,545,590,0.45901584,0.7027,1.0449,0.6248,-1.2486,-0.4776,1,0,0,0,180000
2709,0,65,2007,69,2,63,0,2011,405,355,515,0.538386893,-1.8083,-1.5273,-1.3599,0.1798,-1.0774,1,0,0,0,120000
2710,0,80,2007,60,2,68,1,2013,430,395,380,0.165633092,1.1336,1.2114,1.7007,-0.8682,1.6302,0,0,0,1,110000
2711,1,89,2006,94.1,2,66.02,0,2011,485,595,625,0.538386893,-0.1082,-0.2793,-0.6343,-0.5253,0.4234,1,0,0,0,240000
2712,0,74,2006,65.1,2,88,0,2012,595,615,535,0.563267824,0.5591,-0.1206,0.1637,0.5262,0.4805,0,0,0,1,450000
2713,0,65,2007,61,2,77,0,2012,435,395,515,0.413838256,-1.0355,-0.2012,-0.8157,-0.9953,-0.7615,1,0,0,0,330000
2714,1,81.6,2009,85.4,2,63.79,0,2013,395,485,445,0.356536488,-1.1644,-1.1196,-1.8344,-0.4879,-3.735,1,0,0,0,345000
2715,1,83,2007,87.3,2,71.67,0,2011,554,515,725,0.910770164,-0.2628,0.6568,0.8171,0.8848,-1.7093,1,0,0,0,500000
2716,1,73,2008,67,2,60,1,2013,570,520,450,0.486747008,1.8517,1.3779,1.2396,-1.8824,1.4386,1,0,0,0,140000
2717,1,65.85,2006,56.22,2,58.7,1,2012,335,525,565,0.525922584,1.2056,1.4368,1.9782,1.9424,0.0284,1,0,0,0,240000
